                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                 1.0282,                0.95543,                 1.1364,                 0.7409,                0.59128,                0.67614,                0.47169,                 1.1513,                 1.0438,                  1.177,             0.00027235,             0.00027235,             0.00027235
                    149,                 1.0226,                0.94755,                  1.133,                0.73834,                0.59184,                0.67596,                0.47155,                 1.1516,                 1.0438,                 1.1773,              0.0002674,              0.0002674,              0.0002674
                    150,                 1.0164,                0.94281,                 1.1273,                0.73723,                0.59332,                0.67593,                0.47156,                 1.1517,                  1.044,                 1.1772,             0.00026245,             0.00026245,             0.00026245
                    151,                  1.018,                  0.946,                 1.1324,                0.73684,                0.59378,                0.67592,                0.47147,                 1.1519,                 1.0435,                 1.1772,              0.0002575,              0.0002575,              0.0002575
                    152,                 1.0133,                0.93845,                 1.1306,                0.73596,                0.59485,                0.67616,                0.47166,                  1.152,                 1.0437,                 1.1774,             0.00025255,             0.00025255,             0.00025255
                    153,                 1.0132,                0.93941,                 1.1295,                0.73911,                0.59386,                0.67617,                0.47141,                 1.1523,                 1.0437,                 1.1775,              0.0002476,              0.0002476,              0.0002476
                    154,                 1.0131,                0.93178,                 1.1251,                0.73685,                0.59535,                0.67637,                0.47154,                 1.1524,                 1.0435,                 1.1776,             0.00024265,             0.00024265,             0.00024265
                    155,                  1.016,                 0.9329,                 1.1291,                0.74008,                0.59319,                0.67612,                0.47162,                 1.1527,                 1.0436,                 1.1777,              0.0002377,              0.0002377,              0.0002377
                    156,                 1.0169,                0.93201,                 1.1291,                0.73814,                0.59454,                0.67609,                0.47159,                  1.153,                 1.0437,                 1.1779,             0.00023275,             0.00023275,             0.00023275
                    157,                 1.0116,                 0.9332,                 1.1291,                0.73588,                0.59595,                0.67617,                0.47156,                 1.1533,                 1.0438,                  1.178,              0.0002278,              0.0002278,              0.0002278
                    158,                 1.0157,                0.93364,                 1.1275,                0.73672,                0.59634,                0.67623,                0.47176,                 1.1533,                 1.0441,                 1.1781,             0.00022285,             0.00022285,             0.00022285
                    159,                 1.0067,                 0.9285,                 1.1256,                0.73656,                0.59722,                0.67649,                0.47155,                 1.1535,                 1.0441,                 1.1782,              0.0002179,              0.0002179,              0.0002179
                    160,                 1.0092,                0.92692,                 1.1275,                0.73482,                0.59745,                0.67645,                0.47149,                 1.1535,                 1.0443,                 1.1781,             0.00021295,             0.00021295,             0.00021295
                    161,                 1.0062,                0.92481,                 1.1241,                0.73633,                 0.5981,                0.67644,                0.47161,                 1.1537,                 1.0449,                 1.1782,               0.000208,               0.000208,               0.000208
                    162,                 1.0072,                0.92012,                 1.1234,                0.73743,                0.59714,                0.67652,                0.47147,                 1.1539,                 1.0451,                 1.1783,             0.00020305,             0.00020305,             0.00020305
                    163,                 1.0003,                0.91835,                 1.1211,                0.73704,                0.59687,                0.67657,                0.47165,                 1.1538,                 1.0454,                 1.1781,              0.0001981,              0.0001981,              0.0001981
                    164,                 1.0064,                0.91726,                 1.1214,                0.73692,                0.59691,                0.67628,                0.47146,                 1.1539,                 1.0458,                 1.1782,             0.00019315,             0.00019315,             0.00019315
                    165,                 1.0059,                 0.9147,                 1.1185,                0.73743,                0.59654,                0.67609,                0.47121,                 1.1538,                  1.046,                 1.1779,              0.0001882,              0.0001882,              0.0001882
                    166,                 1.0007,                0.91337,                 1.1188,                0.73615,                0.59668,                0.67629,                0.47128,                 1.1541,                 1.0461,                 1.1781,             0.00018325,             0.00018325,             0.00018325
                    167,                 1.0029,                0.91432,                 1.1209,                0.73317,                0.59682,                0.67603,                0.47123,                 1.1542,                 1.0463,                 1.1782,              0.0001783,              0.0001783,              0.0001783
                    168,                0.99877,                0.90956,                 1.1197,                0.73398,                0.59711,                0.67597,                0.47128,                 1.1543,                 1.0464,                 1.1783,             0.00017335,             0.00017335,             0.00017335
                    169,                 1.0004,                0.91088,                   1.12,                0.73434,                0.59702,                0.67598,                0.47118,                 1.1547,                 1.0468,                 1.1786,              0.0001684,              0.0001684,              0.0001684
                    170,                0.99862,                0.90367,                 1.1132,                0.73644,                0.59608,                0.67587,                0.47091,                 1.1548,                 1.0473,                 1.1786,             0.00016345,             0.00016345,             0.00016345
                    171,                 1.0004,                0.89905,                 1.1182,                0.73684,                0.59663,                  0.676,                0.47099,                 1.1551,                 1.0478,                 1.1787,              0.0001585,              0.0001585,              0.0001585
